pitch,time_start,duration,beat_type,string,position,finger
88,0,60,16th,N/A,N/A,N/A
87,40,60,16th,N/A,N/A,N/A
86,79,240,16th,N/A,N/A,N/A
85,120,240,16th,N/A,N/A,N/A
84,160,180,16th,N/A,N/A,N/A
83,199,60,16th,N/A,N/A,N/A
82,240,120,16th,N/A,N/A,N/A
81,279,120,16th,N/A,N/A,N/A
80,320,240,16th,N/A,N/A,N/A
79,360,240,16th,N/A,N/A,N/A
78,399,120,16th,N/A,N/A,N/A
77,440,120,16th,N/A,N/A,N/A
76,0,240,16th,N/A,N/A,N/A
75,40,240,16th,N/A,N/A,N/A
74,79,240,16th,N/A,N/A,N/A
73,120,240,16th,N/A,N/A,N/A
72,160,240,16th,N/A,N/A,N/A
71,199,240,16th,N/A,N/A,N/A
70,240,80,16th,N/A,N/A,N/A
69,279,80,16th,N/A,N/A,N/A
68,320,80,16th,N/A,N/A,N/A
67,360,80,16th,N/A,N/A,N/A
66,399,80,16th,N/A,N/A,N/A
65,440,80,16th,N/A,N/A,N/A
64,0,60,16th,N/A,N/A,N/A
66,31,60,32th,N/A,N/A,N/A
68,47,60,32th,N/A,N/A,N/A
69,63,60,32th,N/A,N/A,N/A
71,79,60,32th,N/A,N/A,N/A
72,95,60,32th,N/A,N/A,N/A
74,111,60,32th,N/A,N/A,N/A
76,128,60,32th,N/A,N/A,N/A
78,144,240,32th,N/A,N/A,N/A
80,160,240,32th,N/A,N/A,N/A
81,176,240,32th,N/A,N/A,N/A
83,192,240,32th,N/A,N/A,N/A
84,208,180,32th,N/A,N/A,N/A
86,224,60,32th,N/A,N/A,N/A
88,240,60,8th,N/A,N/A,N/A
87,320,60,8th,N/A,N/A,N/A
88,399,60,8th,N/A,N/A,N/A
86,0,60,8th,N/A,N/A,N/A
84,160,60,8th,N/A,N/A,N/A
84,240,60,4th,N/A,N/A,N/A
83,399,60,8th,N/A,N/A,N/A
83,0,60,4th,N/A,N/A,N/A
81,160,60,8th,N/A,N/A,N/A
81,240,60,16th,N/A,N/A,N/A
83,240,60,16th,N/A,N/A,N/A
81,240,60,8th,N/A,N/A,N/A
80,320,60,8th,N/A,N/A,N/A
81,399,60,8th,N/A,N/A,N/A
79,0,60,8th,N/A,N/A,N/A
77,160,60,8th,N/A,N/A,N/A
77,240,60,4th,N/A,N/A,N/A
76,399,60,8th,N/A,N/A,N/A
76,0,60,4th,N/A,N/A,N/A
76,160,60,8th,N/A,N/A,N/A
74,160,60,8th,N/A,N/A,N/A
74,240,60,8th,N/A,N/A,N/A
73,320,60,8th,N/A,N/A,N/A
74,399,60,8th,N/A,N/A,N/A
72,0,60,8th,N/A,N/A,N/A
70,160,60,8th,N/A,N/A,N/A
70,240,60,4th,N/A,N/A,N/A
69,399,60,8th,N/A,N/A,N/A
69,0,60,8th,N/A,N/A,N/A
68,79,60,8th,N/A,N/A,N/A
71,160,60,8th,N/A,N/A,N/A
62,320,60,16th,N/A,N/A,N/A
64,360,60,16th,N/A,N/A,N/A
65,399,60,8th,N/A,N/A,N/A
62,79,60,16th,N/A,N/A,N/A
64,120,60,16th,N/A,N/A,N/A
65,160,60,8th,N/A,N/A,N/A
64,320,60,16th,N/A,N/A,N/A
65,360,60,16th,N/A,N/A,N/A
64,399,60,16th,N/A,N/A,N/A
62,440,60,16th,N/A,N/A,N/A
60,0,60,16th,N/A,N/A,N/A
62,40,60,16th,N/A,N/A,N/A
60,79,60,16th,N/A,N/A,N/A
59,120,60,16th,N/A,N/A,N/A
57,160,60,8th,N/A,N/A,N/A
88,240,60,16th,N/A,N/A,N/A
89,240,60,16th,N/A,N/A,N/A
88,240,120,8th,N/A,N/A,N/A
87,320,60,8th,N/A,N/A,N/A
88,399,60,8th,N/A,N/A,N/A
86,0,60,8th,N/A,N/A,N/A
84,160,60,8th,N/A,N/A,N/A
84,240,60,4th,N/A,N/A,N/A
83,399,60,8th,N/A,N/A,N/A
83,0,60,4th,N/A,N/A,N/A
81,160,60,8th,N/A,N/A,N/A
81,240,60,16th,N/A,N/A,N/A
83,240,60,16th,N/A,N/A,N/A
81,240,60,8th,N/A,N/A,N/A
80,320,60,8th,N/A,N/A,N/A
81,399,60,8th,N/A,N/A,N/A
79,0,60,8th,N/A,N/A,N/A
77,160,60,8th,N/A,N/A,N/A
77,240,60,4th,N/A,N/A,N/A
76,399,60,8th,N/A,N/A,N/A
76,0,60,4th,N/A,N/A,N/A
74,160,60,8th,N/A,N/A,N/A
74,240,60,16th,N/A,N/A,N/A
76,240,60,16th,N/A,N/A,N/A
74,240,60,8th,N/A,N/A,N/A
73,320,60,8th,N/A,N/A,N/A
74,399,60,8th,N/A,N/A,N/A
72,0,60,8th,N/A,N/A,N/A
70,160,60,8th,N/A,N/A,N/A
70,240,60,4th,N/A,N/A,N/A
69,399,60,8th,N/A,N/A,N/A
64,0,60,8th,N/A,N/A,N/A
69,79,60,16th,N/A,N/A,N/A
72,120,60,16th,N/A,N/A,N/A
76,160,60,8th,N/A,N/A,N/A
74,320,60,16th,N/A,N/A,N/A
77,346,60,16th,N/A,N/A,N/A
81,373,60,16th,N/A,N/A,N/A
84,399,60,8th,N/A,N/A,N/A
64,0,60,8th,N/A,N/A,N/A
69,79,60,16th,N/A,N/A,N/A
72,120,60,16th,N/A,N/A,N/A
76,160,60,8th,N/A,N/A,N/A
74,320,60,16th,N/A,N/A,N/A
77,346,60,16th,N/A,N/A,N/A
81,373,60,16th,N/A,N/A,N/A
84,399,60,8th,N/A,N/A,N/A
64,0,60,16th,N/A,N/A,N/A
69,40,60,16th,N/A,N/A,N/A
72,79,60,16th,N/A,N/A,N/A
76,120,60,16th,N/A,N/A,N/A
66,160,60,16th,N/A,N/A,N/A
78,199,60,16th,N/A,N/A,N/A
68,240,60,16th,N/A,N/A,N/A
72,279,60,16th,N/A,N/A,N/A
76,320,360,16th,N/A,N/A,N/A
80,360,60,16th,N/A,N/A,N/A
69,399,60,16th,N/A,N/A,N/A
81,440,60,16th,N/A,N/A,N/A
70,0,60,16th,N/A,N/A,N/A
82,40,60,16th,N/A,N/A,N/A
71,79,60,16th,N/A,N/A,N/A
83,120,360,16th,N/A,N/A,N/A
72,160,120,16th,N/A,N/A,N/A
84,199,120,16th,N/A,N/A,N/A
73,240,120,16th,N/A,N/A,N/A
85,279,120,16th,N/A,N/A,N/A
74,320,120,16th,N/A,N/A,N/A
86,360,120,16th,N/A,N/A,N/A
75,399,120,16th,N/A,N/A,N/A
87,440,120,16th,N/A,N/A,N/A
88,0,120,8th,N/A,N/A,N/A
75,79,120,16th,N/A,N/A,N/A
76,120,120,16th,N/A,N/A,N/A
74,160,120,16th,N/A,N/A,N/A
76,199,960,16th,N/A,N/A,N/A
73,240,60,16th,N/A,N/A,N/A
76,279,60,16th,N/A,N/A,N/A
72,320,60,16th,N/A,N/A,N/A
76,360,60,16th,N/A,N/A,N/A
72,0,60,16th,N/A,N/A,N/A
76,0,60,16th,N/A,N/A,N/A
72,0,60,16th,N/A,N/A,N/A
76,0,60,16th,N/A,N/A,N/A
72,0,60,16th,N/A,N/A,N/A
76,0,60,16th,N/A,N/A,N/A
72,0,60,16th,N/A,N/A,N/A
76,0,60,16th,N/A,N/A,N/A
72,0,60,16th,N/A,N/A,N/A
76,0,60,16th,N/A,N/A,N/A
72,0,60,16th,N/A,N/A,N/A
76,0,60,16th,N/A,N/A,N/A
72,0,60,16th,N/A,N/A,N/A
76,0,60,16th,N/A,N/A,N/A
64,0,60,8th,N/A,N/A,N/A
66,79,60,16th,N/A,N/A,N/A
68,120,60,16th,N/A,N/A,N/A
69,160,60,16th,N/A,N/A,N/A
71,199,60,16th,N/A,N/A,N/A
72,240,60,16th,N/A,N/A,N/A
74,266,60,16th,N/A,N/A,N/A
76,293,60,16th,N/A,N/A,N/A
78,320,60,16th,N/A,N/A,N/A
80,346,60,16th,N/A,N/A,N/A
81,373,60,16th,N/A,N/A,N/A
83,399,60,16th,N/A,N/A,N/A
84,426,60,16th,N/A,N/A,N/A
86,453,60,16th,N/A,N/A,N/A
88,0,60,16th,N/A,N/A,N/A
90,26,60,16th,N/A,N/A,N/A
92,53,60,16th,N/A,N/A,N/A
93,79,60,32th,N/A,N/A,N/A
95,100,48,32th,N/A,N/A,N/A
96,120,24,32th,N/A,N/A,N/A
98,139,24,32th,N/A,N/A,N/A
100,160,24,8th,N/A,N/A,N/A
89,0,24,16th,N/A,N/A,N/A
90,0,24,16th,N/A,N/A,N/A
91,0,24,16th,N/A,N/A,N/A
92,0,24,16th,N/A,N/A,N/A
93,0,24,4th,N/A,N/A,N/A
70,0,24,8th,N/A,N/A,N/A
82,240,24,8th,N/A,N/A,N/A
82,320,24,16th,N/A,N/A,N/A
82,360,24,16th,N/A,N/A,N/A
82,399,24,16th,N/A,N/A,N/A
82,440,120,16th,N/A,N/A,N/A
86,0,120,8th,N/A,N/A,N/A
84,79,120,8th,N/A,N/A,N/A
82,160,120,8th,N/A,N/A,N/A
81,240,120,8th,N/A,N/A,N/A
79,320,120,8th,N/A,N/A,N/A
78,399,240,8th,N/A,N/A,N/A
82,0,120,16th,N/A,N/A,N/A
81,40,240,16th,N/A,N/A,N/A
79,79,120,8th,N/A,N/A,N/A
78,399,0,8th,N/A,N/A,N/A
82,0,0,16th,N/A,N/A,N/A
81,40,120,16th,N/A,N/A,N/A
79,79,120,8th,N/A,N/A,N/A
74,160,120,8th,N/A,N/A,N/A
79,240,120,16th,N/A,N/A,N/A
77,279,120,16th,N/A,N/A,N/A
76,320,120,8th,N/A,N/A,N/A
71,399,240,8th,N/A,N/A,N/A
76,0,120,16th,N/A,N/A,N/A
74,40,240,16th,N/A,N/A,N/A
72,79,0,8th,N/A,N/A,N/A
71,399,120,8th,N/A,N/A,N/A
76,0,120,16th,N/A,N/A,N/A
74,40,120,16th,N/A,N/A,N/A
72,79,120,8th,N/A,N/A,N/A
71,160,120,8th,N/A,N/A,N/A
76,240,120,16th,N/A,N/A,N/A
74,279,120,16th,N/A,N/A,N/A
72,320,240,8th,N/A,N/A,N/A
71,399,120,8th,N/A,N/A,N/A
70,0,120,4th,N/A,N/A,N/A
70,240,120,8th,N/A,N/A,N/A
66,320,120,8th,N/A,N/A,N/A
67,399,120,8th,N/A,N/A,N/A
69,79,60,8th,N/A,N/A,N/A
70,160,60,8th,N/A,N/A,N/A
71,320,120,8th,N/A,N/A,N/A
72,399,120,8th,N/A,N/A,N/A
77,0,60,4th,N/A,N/A,N/A
77,240,60,8th,N/A,N/A,N/A
76,320,120,8th,N/A,N/A,N/A
74,399,120,8th,N/A,N/A,N/A
72,0,60,4th,N/A,N/A,N/A
72,240,60,4th,N/A,N/A,N/A
71,399,60,8th,N/A,N/A,N/A
70,0,60,4th,N/A,N/A,N/A
70,240,60,8th,N/A,N/A,N/A
66,320,60,8th,N/A,N/A,N/A
67,399,60,8th,N/A,N/A,N/A
69,79,60,8th,N/A,N/A,N/A
70,160,120,8th,N/A,N/A,N/A
71,320,0,8th,N/A,N/A,N/A
72,399,0,8th,N/A,N/A,N/A
79,0,120,4th,N/A,N/A,N/A
79,240,120,8th,N/A,N/A,N/A
76,320,120,8th,N/A,N/A,N/A
74,399,120,8th,N/A,N/A,N/A
72,0,120,4th,N/A,N/A,N/A
72,240,120,4th,N/A,N/A,N/A
71,399,240,8th,N/A,N/A,N/A
70,0,120,4th,N/A,N/A,N/A
68,240,240,4th,N/A,N/A,N/A
69,0,120,4th,N/A,N/A,N/A
69,240,0,8th,N/A,N/A,N/A
60,320,0,16th,N/A,N/A,N/A
64,360,120,16th,N/A,N/A,N/A
69,399,120,16th,N/A,N/A,N/A
72,440,120,16th,N/A,N/A,N/A
70,0,120,4th,N/A,N/A,N/A
69,160,120,8th,N/A,N/A,N/A
68,240,120,4th,N/A,N/A,N/A
66,399,240,16th,N/A,N/A,N/A
68,440,120,16th,N/A,N/A,N/A
69,0,240,4th,N/A,N/A,N/A
75,240,120,4th,N/A,N/A,N/A
75,0,0,4th,N/A,N/A,N/A
74,240,0,16th,N/A,N/A,N/A
75,279,120,16th,N/A,N/A,N/A
77,320,120,16th,N/A,N/A,N/A
75,360,120,16th,N/A,N/A,N/A
74,399,120,16th,N/A,N/A,N/A
72,440,120,16th,N/A,N/A,N/A
71,0,120,16th,N/A,N/A,N/A
72,40,240,16th,N/A,N/A,N/A
74,79,120,16th,N/A,N/A,N/A
72,120,120,16th,N/A,N/A,N/A
70,160,60,16th,N/A,N/A,N/A
69,199,60,16th,N/A,N/A,N/A
66,240,120,16th,N/A,N/A,N/A
67,279,120,16th,N/A,N/A,N/A
70,320,40,16th,N/A,N/A,N/A
74,360,40,16th,N/A,N/A,N/A
79,399,40,16th,N/A,N/A,N/A
82,440,120,16th,N/A,N/A,N/A
86,0,120,4th,N/A,N/A,N/A
74,240,60,4th,N/A,N/A,N/A
74,0,60,4th,N/A,N/A,N/A
73,240,120,4th,N/A,N/A,N/A
72,0,120,4th,N/A,N/A,N/A
81,160,40,8th,N/A,N/A,N/A
81,240,40,8th,N/A,N/A,N/A
79,320,40,8th,N/A,N/A,N/A
77,399,120,8th,N/A,N/A,N/A
76,0,60,8th,N/A,N/A,N/A
77,79,60,8th,N/A,N/A,N/A
73,160,60,8th,N/A,N/A,N/A
76,240,60,8th,N/A,N/A,N/A
74,320,60,8th,N/A,N/A,N/A
69,399,60,8th,N/A,N/A,N/A
72,0,60,8th,N/A,N/A,N/A
70,79,60,8th,N/A,N/A,N/A
62,160,60,8th,N/A,N/A,N/A
74,240,60,4th,N/A,N/A,N/A
74,0,60,4th,N/A,N/A,N/A
64,240,60,4th,N/A,N/A,N/A
65,0,60,4th,N/A,N/A,N/A
84,320,60,8th,N/A,N/A,N/A
84,440,60,16th,N/A,N/A,N/A
86,0,60,4th,N/A,N/A,N/A
84,160,60,8th,N/A,N/A,N/A
81,320,60,8th,N/A,N/A,N/A
81,440,60,16th,N/A,N/A,N/A
82,0,60,4th,N/A,N/A,N/A
81,160,60,8th,N/A,N/A,N/A
77,320,60,8th,N/A,N/A,N/A
77,440,60,16th,N/A,N/A,N/A
79,0,60,4th,N/A,N/A,N/A
77,160,120,8th,N/A,N/A,N/A
69,320,120,16th,N/A,N/A,N/A
70,360,60,16th,N/A,N/A,N/A
72,399,60,16th,N/A,N/A,N/A
69,440,60,16th,N/A,N/A,N/A
70,0,60,8th,N/A,N/A,N/A
60,79,60,4th,N/A,N/A,N/A
79,320,60,8th,N/A,N/A,N/A
79,440,60,16th,N/A,N/A,N/A
81,0,60,4th,N/A,N/A,N/A
79,160,60,8th,N/A,N/A,N/A
76,320,60,8th,N/A,N/A,N/A
76,440,60,16th,N/A,N/A,N/A
77,0,60,4th,N/A,N/A,N/A
76,160,60,8th,N/A,N/A,N/A
76,320,60,16th,N/A,N/A,N/A
79,346,60,16th,N/A,N/A,N/A
82,373,60,16th,N/A,N/A,N/A
86,399,60,8th,N/A,N/A,N/A
76,79,60,16th,N/A,N/A,N/A
79,106,60,16th,N/A,N/A,N/A
83,133,60,16th,N/A,N/A,N/A
86,160,60,8th,N/A,N/A,N/A
76,320,60,16th,N/A,N/A,N/A
79,346,60,16th,N/A,N/A,N/A
82,373,60,16th,N/A,N/A,N/A
86,399,60,16th,N/A,N/A,N/A
84,426,60,16th,N/A,N/A,N/A
82,453,60,16th,N/A,N/A,N/A
81,0,60,8th,N/A,N/A,N/A
93,0,60,8th,N/A,N/A,N/A
65,160,60,8th,N/A,N/A,N/A
84,320,60,8th,N/A,N/A,N/A
84,440,60,16th,N/A,N/A,N/A
86,0,60,4th,N/A,N/A,N/A
84,160,60,8th,N/A,N/A,N/A
81,320,60,8th,N/A,N/A,N/A
81,440,60,16th,N/A,N/A,N/A
82,0,120,4th,N/A,N/A,N/A
81,160,60,8th,N/A,N/A,N/A
77,320,60,8th,N/A,N/A,N/A
77,440,60,16th,N/A,N/A,N/A
79,0,60,4th,N/A,N/A,N/A
77,160,40,8th,N/A,N/A,N/A
69,320,40,16th,N/A,N/A,N/A
70,360,40,16th,N/A,N/A,N/A
72,399,40,16th,N/A,N/A,N/A
69,440,40,16th,N/A,N/A,N/A
70,0,40,8th,N/A,N/A,N/A
60,79,40,4th,N/A,N/A,N/A
79,320,40,8th,N/A,N/A,N/A
79,440,40,16th,N/A,N/A,N/A
81,0,40,4th,N/A,N/A,N/A
79,160,40,8th,N/A,N/A,N/A
76,320,40,8th,N/A,N/A,N/A
76,440,30,16th,N/A,N/A,N/A
77,0,30,4th,N/A,N/A,N/A
76,160,30,8th,N/A,N/A,N/A
76,320,30,16th,N/A,N/A,N/A
79,346,120,16th,N/A,N/A,N/A
82,373,120,16th,N/A,N/A,N/A
86,399,60,8th,N/A,N/A,N/A
76,79,60,16th,N/A,N/A,N/A
79,106,60,16th,N/A,N/A,N/A
83,133,60,16th,N/A,N/A,N/A
86,160,60,8th,N/A,N/A,N/A
63,320,60,8th,N/A,N/A,N/A
63,399,60,8th,N/A,N/A,N/A
64,0,60,16th,N/A,N/A,N/A
63,40,60,16th,N/A,N/A,N/A
64,79,60,16th,N/A,N/A,N/A
65,120,60,16th,N/A,N/A,N/A
64,160,60,16th,N/A,N/A,N/A
62,199,360,16th,N/A,N/A,N/A
62,240,360,16th,N/A,N/A,N/A
61,279,360,16th,N/A,N/A,N/A
62,320,120,16th,N/A,N/A,N/A
64,360,240,16th,N/A,N/A,N/A
62,399,720,16th,N/A,N/A,N/A
60,440,720,16th,N/A,N/A,N/A
60,0,720,16th,N/A,N/A,N/A
59,40,720,16th,N/A,N/A,N/A
60,79,720,16th,N/A,N/A,N/A
62,120,720,16th,N/A,N/A,N/A
60,160,720,16th,N/A,N/A,N/A
59,199,240,16th,N/A,N/A,N/A
57,240,120,16th,N/A,N/A,N/A
60,279,120,16th,N/A,N/A,N/A
63,320,120,16th,N/A,N/A,N/A
66,360,60,16th,N/A,N/A,N/A
69,399,60,16th,N/A,N/A,N/A
72,440,60,16th,N/A,N/A,N/A
76,0,60,16th,N/A,N/A,N/A
75,40,120,16th,N/A,N/A,N/A
76,79,120,16th,N/A,N/A,N/A
77,120,120,16th,N/A,N/A,N/A
76,160,120,16th,N/A,N/A,N/A
74,199,120,16th,N/A,N/A,N/A
74,240,120,16th,N/A,N/A,N/A
73,279,60,16th,N/A,N/A,N/A
74,320,60,16th,N/A,N/A,N/A
76,360,120,16th,N/A,N/A,N/A
74,399,120,16th,N/A,N/A,N/A
72,440,240,16th,N/A,N/A,N/A
72,0,120,16th,N/A,N/A,N/A
71,40,60,16th,N/A,N/A,N/A
72,79,60,16th,N/A,N/A,N/A
74,120,120,16th,N/A,N/A,N/A
72,160,120,16th,N/A,N/A,N/A
71,199,60,16th,N/A,N/A,N/A
69,240,60,16th,N/A,N/A,N/A
72,279,120,16th,N/A,N/A,N/A
75,320,120,16th,N/A,N/A,N/A
78,360,60,16th,N/A,N/A,N/A
81,399,60,16th,N/A,N/A,N/A
84,440,120,16th,N/A,N/A,N/A
88,0,120,16th,N/A,N/A,N/A
76,40,240,16th,N/A,N/A,N/A
88,79,120,16th,N/A,N/A,N/A
83,120,60,16th,N/A,N/A,N/A
80,160,60,16th,N/A,N/A,N/A
76,199,120,16th,N/A,N/A,N/A
76,240,120,16th,N/A,N/A,N/A
74,279,60,16th,N/A,N/A,N/A
84,320,60,16th,N/A,N/A,N/A
81,360,120,16th,N/A,N/A,N/A
77,399,120,16th,N/A,N/A,N/A
74,440,360,16th,N/A,N/A,N/A
74,0,120,16th,N/A,N/A,N/A
72,40,120,16th,N/A,N/A,N/A
84,79,120,16th,N/A,N/A,N/A
79,120,120,16th,N/A,N/A,N/A
76,160,120,16th,N/A,N/A,N/A
72,199,120,16th,N/A,N/A,N/A
72,240,120,16th,N/A,N/A,N/A
71,279,120,16th,N/A,N/A,N/A
83,320,120,16th,N/A,N/A,N/A
77,360,360,16th,N/A,N/A,N/A
74,399,120,16th,N/A,N/A,N/A
71,440,120,16th,N/A,N/A,N/A
71,0,120,16th,N/A,N/A,N/A
69,40,360,16th,N/A,N/A,N/A
81,79,240,16th,N/A,N/A,N/A
76,120,120,16th,N/A,N/A,N/A
72,160,360,16th,N/A,N/A,N/A
69,199,120,16th,N/A,N/A,N/A
69,240,120,16th,N/A,N/A,N/A
67,279,120,16th,N/A,N/A,N/A
79,320,120,16th,N/A,N/A,N/A
74,360,120,16th,N/A,N/A,N/A
71,399,120,16th,N/A,N/A,N/A
67,440,120,16th,N/A,N/A,N/A
67,0,120,16th,N/A,N/A,N/A
66,40,120,16th,N/A,N/A,N/A
78,79,360,16th,N/A,N/A,N/A
72,120,120,16th,N/A,N/A,N/A
69,160,120,16th,N/A,N/A,N/A
66,199,120,16th,N/A,N/A,N/A
66,240,360,16th,N/A,N/A,N/A
65,279,240,16th,N/A,N/A,N/A
77,320,120,16th,N/A,N/A,N/A
72,360,360,16th,N/A,N/A,N/A
69,399,360,16th,N/A,N/A,N/A
65,440,360,16th,N/A,N/A,N/A
64,0,120,16th,N/A,N/A,N/A
68,40,60,16th,N/A,N/A,N/A
71,79,60,16th,N/A,N/A,N/A
76,120,60,16th,N/A,N/A,N/A
71,160,60,16th,N/A,N/A,N/A
68,199,240,16th,N/A,N/A,N/A
64,240,120,16th,N/A,N/A,N/A
68,279,240,16th,N/A,N/A,N/A
71,320,60,16th,N/A,N/A,N/A
76,360,60,16th,N/A,N/A,N/A
71,399,360,16th,N/A,N/A,N/A
68,440,360,16th,N/A,N/A,N/A
64,0,360,16th,N/A,N/A,N/A
68,40,60,16th,N/A,N/A,N/A
71,79,60,16th,N/A,N/A,N/A
76,120,60,16th,N/A,N/A,N/A
71,160,60,16th,N/A,N/A,N/A
68,199,60,16th,N/A,N/A,N/A
64,240,60,16th,N/A,N/A,N/A
68,279,60,16th,N/A,N/A,N/A
71,320,60,16th,N/A,N/A,N/A
76,360,60,16th,N/A,N/A,N/A
71,399,60,16th,N/A,N/A,N/A
68,440,60,16th,N/A,N/A,N/A
64,0,60,8th,N/A,N/A,N/A
64,0,60,16th,N/A,N/A,N/A
68,40,60,16th,N/A,N/A,N/A
71,79,60,16th,N/A,N/A,N/A
76,120,60,16th,N/A,N/A,N/A
71,160,60,16th,N/A,N/A,N/A
68,199,60,16th,N/A,N/A,N/A
64,240,360,16th,N/A,N/A,N/A
68,279,360,16th,N/A,N/A,N/A
71,320,360,16th,N/A,N/A,N/A
76,360,360,16th,N/A,N/A,N/A
71,399,240,16th,N/A,N/A,N/A
68,440,120,16th,N/A,N/A,N/A
62,0,120,16th,N/A,N/A,N/A
68,40,120,16th,N/A,N/A,N/A
71,79,120,16th,N/A,N/A,N/A
76,120,120,16th,N/A,N/A,N/A
71,160,120,16th,N/A,N/A,N/A
68,199,120,16th,N/A,N/A,N/A
62,240,120,16th,N/A,N/A,N/A
68,279,120,16th,N/A,N/A,N/A
71,320,120,16th,N/A,N/A,N/A
76,360,120,16th,N/A,N/A,N/A
71,399,120,16th,N/A,N/A,N/A
68,440,120,16th,N/A,N/A,N/A
60,0,360,16th,N/A,N/A,N/A
67,40,360,16th,N/A,N/A,N/A
72,79,360,16th,N/A,N/A,N/A
76,120,360,16th,N/A,N/A,N/A
72,160,120,16th,N/A,N/A,N/A
67,199,180,16th,N/A,N/A,N/A
60,240,60,16th,N/A,N/A,N/A
67,279,240,16th,N/A,N/A,N/A
72,320,120,16th,N/A,N/A,N/A
76,360,120,16th,N/A,N/A,N/A
72,399,180,16th,N/A,N/A,N/A
67,440,60,16th,N/A,N/A,N/A
59,0,240,16th,N/A,N/A,N/A
68,40,120,16th,N/A,N/A,N/A
74,79,120,16th,N/A,N/A,N/A
76,120,180,16th,N/A,N/A,N/A
74,160,60,16th,N/A,N/A,N/A
68,199,240,16th,N/A,N/A,N/A
59,240,120,16th,N/A,N/A,N/A
68,279,120,16th,N/A,N/A,N/A
74,320,60,16th,N/A,N/A,N/A
76,360,60,16th,N/A,N/A,N/A
74,399,60,16th,N/A,N/A,N/A
68,440,60,16th,N/A,N/A,N/A
57,0,120,16th,N/A,N/A,N/A
64,40,240,16th,N/A,N/A,N/A
72,79,120,16th,N/A,N/A,N/A
76,120,180,16th,N/A,N/A,N/A
72,160,60,16th,N/A,N/A,N/A
64,199,240,16th,N/A,N/A,N/A
57,240,120,16th,N/A,N/A,N/A
64,279,120,16th,N/A,N/A,N/A
72,320,180,16th,N/A,N/A,N/A
76,360,60,16th,N/A,N/A,N/A
72,399,240,16th,N/A,N/A,N/A
64,440,120,16th,N/A,N/A,N/A
57,0,120,16th,N/A,N/A,N/A
64,40,40,16th,N/A,N/A,N/A
72,79,40,16th,N/A,N/A,N/A
76,120,40,16th,N/A,N/A,N/A
72,160,120,16th,N/A,N/A,N/A
64,199,120,16th,N/A,N/A,N/A
57,240,40,16th,N/A,N/A,N/A
64,279,40,16th,N/A,N/A,N/A
72,320,40,16th,N/A,N/A,N/A
76,360,120,16th,N/A,N/A,N/A
72,399,120,16th,N/A,N/A,N/A
64,440,40,16th,N/A,N/A,N/A
57,0,40,16th,N/A,N/A,N/A
64,40,40,16th,N/A,N/A,N/A
72,79,40,16th,N/A,N/A,N/A
76,120,40,16th,N/A,N/A,N/A
72,160,40,16th,N/A,N/A,N/A
64,199,120,16th,N/A,N/A,N/A
57,240,120,16th,N/A,N/A,N/A
64,279,120,16th,N/A,N/A,N/A
72,320,120,16th,N/A,N/A,N/A
76,360,120,16th,N/A,N/A,N/A
72,399,180,16th,N/A,N/A,N/A
64,440,60,16th,N/A,N/A,N/A
57,0,240,16th,N/A,N/A,N/A
62,40,120,16th,N/A,N/A,N/A
70,79,120,16th,N/A,N/A,N/A
76,120,180,16th,N/A,N/A,N/A
70,160,60,16th,N/A,N/A,N/A
62,199,240,16th,N/A,N/A,N/A
57,240,120,16th,N/A,N/A,N/A
62,279,120,16th,N/A,N/A,N/A
70,320,180,16th,N/A,N/A,N/A
76,360,60,16th,N/A,N/A,N/A
70,399,240,16th,N/A,N/A,N/A
62,440,120,16th,N/A,N/A,N/A
57,0,120,16th,N/A,N/A,N/A
62,40,60,16th,N/A,N/A,N/A
70,79,60,16th,N/A,N/A,N/A
76,120,60,16th,N/A,N/A,N/A
70,160,60,16th,N/A,N/A,N/A
62,199,120,16th,N/A,N/A,N/A
57,240,240,16th,N/A,N/A,N/A
62,279,120,16th,N/A,N/A,N/A
70,320,180,16th,N/A,N/A,N/A
76,360,60,16th,N/A,N/A,N/A
70,399,240,16th,N/A,N/A,N/A
62,440,120,16th,N/A,N/A,N/A
57,0,120,16th,N/A,N/A,N/A
62,40,180,16th,N/A,N/A,N/A
71,79,60,16th,N/A,N/A,N/A
76,120,240,16th,N/A,N/A,N/A
71,160,120,16th,N/A,N/A,N/A
62,199,120,16th,N/A,N/A,N/A
57,240,40,16th,N/A,N/A,N/A
62,279,40,16th,N/A,N/A,N/A
71,320,40,16th,N/A,N/A,N/A
76,360,120,16th,N/A,N/A,N/A
71,399,120,16th,N/A,N/A,N/A
62,440,40,16th,N/A,N/A,N/A
57,0,40,16th,N/A,N/A,N/A
62,40,40,16th,N/A,N/A,N/A
71,79,120,16th,N/A,N/A,N/A
76,120,120,16th,N/A,N/A,N/A
71,160,120,16th,N/A,N/A,N/A
62,199,120,16th,N/A,N/A,N/A
57,240,60,16th,N/A,N/A,N/A
62,279,60,16th,N/A,N/A,N/A
71,320,60,16th,N/A,N/A,N/A
76,360,60,16th,N/A,N/A,N/A
71,399,60,16th,N/A,N/A,N/A
62,440,60,16th,N/A,N/A,N/A
57,0,60,16th,N/A,N/A,N/A
60,40,60,16th,N/A,N/A,N/A
64,79,60,16th,N/A,N/A,N/A
69,120,60,16th,N/A,N/A,N/A
72,160,60,16th,N/A,N/A,N/A
76,199,60,16th,N/A,N/A,N/A
